[ 2025-01-06 21:26:05,572 ] 11 root - INFO - Data Ingestion Initiated
[ 2025-01-06 21:26:07,056 ] 65 root - INFO - Initiating train_test_split
[ 2025-01-06 21:26:07,058 ] 69 root - INFO - Done
[ 2025-01-06 21:26:07,058 ] 74 root - INFO - Exporting data to respective train and test file paths
[ 2025-01-06 21:26:07,087 ] 81 root - INFO - Exported train and test data successfully
[ 2025-01-06 21:26:07,087 ] 17 root - INFO - Data Ingestion Successful
[ 2025-01-06 21:26:07,087 ] 18 root - INFO - Data Validation Initiated 
[ 2025-01-06 21:26:07,087 ] 11 root - INFO - Reading yaml file
[ 2025-01-06 21:26:07,089 ] 14 root - INFO - Content fetched successfully
[ 2025-01-06 21:26:07,099 ] 33 root - INFO - DataFrame must have 31 columns
[ 2025-01-06 21:26:07,099 ] 34 root - INFO - DataFrame actually has 31
[ 2025-01-06 21:26:07,099 ] 87 root - INFO - Train DataFrame does not miss any columns
[ 2025-01-06 21:26:07,099 ] 33 root - INFO - DataFrame must have 31 columns
[ 2025-01-06 21:26:07,099 ] 34 root - INFO - DataFrame actually has 31
[ 2025-01-06 21:26:07,099 ] 92 root - INFO - Test DataFrame does not miss any columns
[ 2025-01-06 21:26:07,141 ] 99 root - INFO - Saving files to Valid Data Directory
[ 2025-01-06 21:26:07,171 ] 106 root - INFO - Generating Data Validation Artifacts for no Data Drift
[ 2025-01-06 21:26:07,171 ] 23 root - INFO - Data Validation Successful
