[ 2025-01-11 14:09:54,025 ] 14 root - INFO - Data Ingestion Initiated
[ 2025-01-11 14:09:55,518 ] 65 root - INFO - Initiating train_test_split
[ 2025-01-11 14:09:55,519 ] 69 root - INFO - Done
[ 2025-01-11 14:09:55,519 ] 74 root - INFO - Exporting data to respective train and test file paths
[ 2025-01-11 14:09:55,547 ] 81 root - INFO - Exported train and test data successfully
[ 2025-01-11 14:09:55,547 ] 20 root - INFO - Data Ingestion Successful
[ 2025-01-11 14:09:55,547 ] 21 root - INFO - Data Validation Initiated 
[ 2025-01-11 14:09:55,547 ] 13 root - INFO - Reading yaml file
[ 2025-01-11 14:09:55,549 ] 16 root - INFO - Content fetched successfully
[ 2025-01-11 14:09:55,558 ] 33 root - INFO - DataFrame must have 31 columns
[ 2025-01-11 14:09:55,558 ] 34 root - INFO - DataFrame actually has 31
[ 2025-01-11 14:09:55,558 ] 87 root - INFO - Train DataFrame does not miss any columns
[ 2025-01-11 14:09:55,558 ] 33 root - INFO - DataFrame must have 31 columns
[ 2025-01-11 14:09:55,558 ] 34 root - INFO - DataFrame actually has 31
[ 2025-01-11 14:09:55,558 ] 92 root - INFO - Test DataFrame does not miss any columns
[ 2025-01-11 14:09:55,624 ] 118 root - INFO - Saving files to Invalid Data Directory
[ 2025-01-11 14:09:55,652 ] 125 root - INFO - Generating Data Validation Artifacts for Data Drift
[ 2025-01-11 14:09:55,652 ] 26 root - INFO - Data Validation Successful
[ 2025-01-11 14:09:55,652 ] 27 root - INFO - Data Transformation Initiated
