[ 2025-01-06 21:22:34,965 ] 11 root - INFO - Data Ingestion Initiated
[ 2025-01-06 21:22:36,435 ] 65 root - INFO - Initiating train_test_split
[ 2025-01-06 21:22:36,436 ] 69 root - INFO - Done
[ 2025-01-06 21:22:36,436 ] 74 root - INFO - Exporting data to respective train and test file paths
[ 2025-01-06 21:22:36,464 ] 81 root - INFO - Exported train and test data successfully
[ 2025-01-06 21:22:36,464 ] 17 root - INFO - Data Ingestion Successful
[ 2025-01-06 21:22:36,464 ] 18 root - INFO - Data Validation Initiated 
[ 2025-01-06 21:22:36,464 ] 11 root - INFO - Reading yaml file
[ 2025-01-06 21:22:36,466 ] 14 root - INFO - Content fetched successfully
[ 2025-01-06 21:22:36,475 ] 33 root - INFO - DataFrame must have 31 columns
[ 2025-01-06 21:22:36,475 ] 34 root - INFO - DataFrame actually has 31
[ 2025-01-06 21:22:36,475 ] 86 root - INFO - Train DataFrame does not miss any columns
[ 2025-01-06 21:22:36,475 ] 33 root - INFO - DataFrame must have 31 columns
[ 2025-01-06 21:22:36,475 ] 34 root - INFO - DataFrame actually has 31
[ 2025-01-06 21:22:36,475 ] 91 root - INFO - Test DataFrame does not miss any columns
[ 2025-01-06 21:22:36,531 ] 98 root - INFO - Saving files to Valid Data Directory
[ 2025-01-06 21:22:36,560 ] 105 root - INFO - Generating Data Validation Artifacts for no Data Drift
[ 2025-01-06 21:22:36,560 ] 23 root - INFO - Data Validation Successful
